T,S,I,R
0.0,10000.0,1.0,0.0
0.1,10000.0,1.0,0.0
0.10125253499317875,10001.0,1.0,0.0
0.12846383221245916,10002.0,1.0,0.0
0.15094866823399566,10001.0,1.0,0.0
0.15735236174920927,10002.0,1.0,0.0
0.15958892309453163,10003.0,1.0,0.0
0.16290494299486355,10004.0,1.0,0.0
0.17553682256064784,10005.0,1.0,0.0
0.1984446452549247,10004.0,1.0,0.0
0.20110063986342194,10003.0,1.0,0.0
0.20572024204952116,10004.0,1.0,0.0
0.21087347834986908,10003.0,1.0,0.0
0.22314280831874955,10004.0,1.0,0.0
0.2271197957325341,10005.0,1.0,0.0
0.24346664852588215,10004.0,1.0,0.0
0.2707445672255471,10005.0,1.0,0.0
0.29599281464953064,10004.0,1.0,0.0
0.30848280038397785,10003.0,1.0,0.0
0.3256241249636802,10002.0,1.0,0.0
0.333166275816727,10003.0,1.0,0.0
0.33647847192510905,10004.0,1.0,0.0
0.3394372892882424,10003.0,1.0,0.0
0.3595834061658499,10002.0,1.0,0.0
0.38069125403210496,10003.0,1.0,0.0
0.39105634397817324,10002.0,1.0,0.0
0.40092942147026306,10003.0,1.0,0.0
0.40142221236389025,10004.0,1.0,0.0
0.4041340986870096,10005.0,1.0,0.0
0.4109133240710584,10004.0,1.0,0.0
0.4147553317486818,10003.0,1.0,0.0
0.41987393389635036,10004.0,1.0,0.0
0.4347352937316371,10003.0,1.0,0.0
0.44121231540163025,10004.0,1.0,0.0
0.44382709564154527,10005.0,1.0,0.0
0.4545169370209174,10006.0,1.0,0.0
0.47152981692068646,10007.0,1.0,0.0
0.48261264447223434,10008.0,1.0,0.0
0.48697875598324897,10007.0,1.0,0.0
0.4996862530301926,10008.0,1.0,0.0
0.5181376710965548,10009.0,1.0,0.0
0.5243605569302272,10010.0,1.0,0.0
0.5248380355250936,10011.0,1.0,0.0
0.5265702157882105,10010.0,1.0,0.0
0.5712932495690876,10009.0,1.0,0.0
0.5724278265184792,10010.0,1.0,0.0
0.5976899364190426,10011.0,1.0,0.0
0.6063632738606851,10010.0,2.0,0.0
0.6138052584330063,10011.0,2.0,0.0
0.6180518587262822,10010.0,2.0,0.0
0.6210592408108451,10011.0,2.0,0.0
0.6518403029024328,10010.0,2.0,0.0
0.6620815675711124,10009.0,2.0,0.0
0.6632809254346494,10008.0,2.0,0.0
0.6747274729793757,10009.0,2.0,0.0
0.68585982183611,10010.0,2.0,0.0
0.7085922576098862,10011.0,2.0,0.0
0.7131690371996764,10012.0,2.0,0.0
0.7249160356626775,10011.0,2.0,0.0
0.8063116040068399,10010.0,2.0,0.0
0.8123316031635485,10011.0,2.0,0.0
0.8259598185702893,10010.0,2.0,0.0
0.8328675182794031,10011.0,2.0,0.0
0.8469031919478621,10010.0,2.0,0.0
0.8514512432864085,10009.0,2.0,0.0
0.8525729991954436,10008.0,2.0,0.0
0.8651954442970978,10009.0,2.0,0.0
0.867390310205133,10008.0,2.0,0.0
0.8843553462739752,10007.0,2.0,0.0
0.8933588078839628,10006.0,2.0,0.0
0.9063326954077084,10007.0,2.0,0.0
0.9079301145820056,10006.0,2.0,0.0
0.9098037379623702,10005.0,2.0,0.0
0.9162329147400111,10006.0,2.0,0.0
0.9323970908053708,10005.0,2.0,0.0
0.9485906611839632,10006.0,2.0,0.0
0.9492384039160087,10007.0,2.0,0.0
0.9493805838487535,10006.0,2.0,0.0
0.9566996539906987,10007.0,2.0,0.0
0.9769092394951118,10008.0,2.0,0.0
0.9847201331587969,10007.0,2.0,0.0
0.9894156668676519,10006.0,2.0,0.0
1.0190524444761668,10005.0,2.0,0.0
1.0362816040614813,10004.0,2.0,0.0
1.0433678601500929,10003.0,2.0,0.0
1.0455934945337648,10002.0,2.0,0.0
1.048729928702033,10003.0,2.0,0.0
1.0506155905031933,10002.0,2.0,0.0
1.057515339730532,10001.0,2.0,0.0
1.0594935437553017,10000.0,2.0,0.0
1.0672970320424178,9999.0,2.0,0.0
1.0718033934324673,10000.0,2.0,0.0
1.0730027431668192,9999.0,2.0,0.0
1.0796486066385371,10000.0,2.0,0.0
1.0851186957230492,9999.0,2.0,0.0
1.086837938455,10000.0,2.0,0.0
1.0995384716682566,9999.0,2.0,0.0
1.1106087091928971,10000.0,2.0,0.0
1.1195130949916314,10001.0,2.0,0.0
1.1479104992379745,10002.0,2.0,0.0
1.1767000375540726,10001.0,2.0,0.0
1.1784838630641257,10000.0,2.0,0.0
1.1950795629175066,9999.0,2.0,0.0
