T,S,I,R
0.0,10000.0,1.0,0.0
0.1,10000.0,1.0,0.0
0.10275036323911778,10001.0,1.0,0.0
0.1044077744759959,10002.0,1.0,0.0
0.10661252041491817,10001.0,1.0,0.0
0.10991020179259604,10002.0,1.0,0.0
0.11198742970652348,10001.0,1.0,0.0
0.11336927571773507,10000.0,1.0,0.0
0.11552690223114688,10001.0,1.0,0.0
0.11556584092221248,10000.0,1.0,0.0
0.11788114813272911,10001.0,1.0,0.0
0.1194990657756036,10000.0,1.0,0.0
0.1261898340544557,10001.0,1.0,0.0
0.12907100455238033,10000.0,1.0,0.0
0.13401468741264874,9999.0,1.0,0.0
0.13776402037790345,10000.0,1.0,0.0
0.14195415761040903,9999.0,1.0,0.0
0.14334778810523272,10000.0,1.0,0.0
0.14337035227999873,9999.0,1.0,0.0
0.1486407190976826,9998.0,1.0,0.0
0.1540611762009789,9999.0,1.0,0.0
0.15864497055260107,9998.0,1.0,0.0
0.16541790624995784,9999.0,1.0,0.0
0.16560302604955093,9998.0,1.0,0.0
0.16626984837569517,9999.0,1.0,0.0
0.1704398003057213,10000.0,1.0,0.0
0.17596773291736312,10001.0,1.0,0.0
0.17654139689245163,10000.0,1.0,0.0
0.17958510723432922,9999.0,1.0,0.0
0.18772660251863402,9998.0,1.0,0.0
0.19120325697833634,9997.0,1.0,0.0
0.1997410274196486,9998.0,1.0,0.0
0.20299178761133835,9997.0,1.0,0.0
0.2069991565414651,9996.0,1.0,0.0
0.20830036017234096,9995.0,1.0,0.0
0.20856438041951056,9996.0,1.0,0.0
0.21098869511672444,9995.0,1.0,0.0
0.21137372676924532,9994.0,1.0,0.0
0.2164322319708419,9995.0,1.0,0.0
0.21969981957835932,9994.0,1.0,0.0
0.22324134007621102,9995.0,1.0,0.0
0.22792129801429084,9994.0,1.0,0.0
0.22890546497860476,9993.0,1.0,0.0
0.23154296922734893,9992.0,1.0,0.0
0.23378933955475661,9991.0,1.0,0.0
0.23611993445179263,9992.0,1.0,0.0
0.23751183934732306,9993.0,1.0,0.0
0.23984024463538908,9992.0,1.0,0.0
0.23994447930663507,9993.0,1.0,0.0
0.2407661126888305,9994.0,1.0,0.0
0.2434504029848321,9995.0,1.0,0.0
0.243523539430717,9996.0,1.0,0.0
0.2446721037005275,9997.0,1.0,0.0
0.2516374414615277,9998.0,1.0,0.0
0.2556955011739125,9999.0,1.0,0.0
0.2563552074008757,9998.0,1.0,0.0
0.2573183241104117,9997.0,1.0,0.0
0.260406444064146,9996.0,1.0,0.0
0.2612406790256014,9997.0,1.0,0.0
0.2747788066201251,9996.0,1.0,0.0
0.28679300428830967,9995.0,1.0,0.0
0.2903868094634296,9994.0,1.0,0.0
0.2928267930591021,9993.0,1.0,0.0
0.29314683247017065,9994.0,1.0,0.0
0.2937125148918032,9993.0,1.0,0.0
0.29575316879602187,9994.0,1.0,0.0
0.2977514824392582,9993.0,1.0,0.0
0.2978679534714863,9992.0,1.0,0.0
0.30681840126601295,9993.0,1.0,0.0
0.3090998797238491,9994.0,1.0,0.0
0.3095940375613721,9993.0,1.0,0.0
0.31760941524601516,9994.0,1.0,0.0
0.3188416216881512,9993.0,1.0,0.0
0.32199099398201964,9994.0,1.0,0.0
0.32553721321783197,9995.0,1.0,0.0
0.3286153841512975,9996.0,1.0,0.0
0.32882733231238714,9995.0,1.0,0.0
0.3407500642167107,9994.0,1.0,0.0
0.34141331420708304,9993.0,1.0,0.0
0.3428690080470637,9994.0,1.0,0.0
0.3439548308009176,9995.0,1.0,0.0
0.3487735098048224,9996.0,1.0,0.0
0.34910945345988087,9995.0,1.0,0.0
0.3534683501844834,9996.0,1.0,0.0
0.3658567090125066,9997.0,1.0,0.0
0.36687063779944235,9998.0,1.0,0.0
0.36719996228015983,9999.0,1.0,0.0
0.3694983888919271,9998.0,1.0,0.0
0.3702729522384641,9997.0,1.0,0.0
0.3724130938992292,9996.0,1.0,0.0
0.37254921569355326,9995.0,1.0,0.0
0.37340911768878354,9994.0,1.0,0.0
0.37419140397635564,9995.0,1.0,0.0
0.37987966189810857,9994.0,1.0,0.0
0.39668148265461556,9995.0,1.0,0.0
0.406609755259743,9994.0,1.0,0.0
0.4096841102815835,9993.0,1.0,0.0
0.41030074610223627,9994.0,1.0,0.0
0.41454684263440794,9993.0,1.0,0.0
0.41555295460022007,9992.0,1.0,0.0
0.4221460876556203,9993.0,1.0,0.0
0.42237321030449104,9992.0,1.0,0.0
