T,S,I,R
0.0,10000.0,1.0,0.0
0.1,10000.0,1.0,0.0
0.10120009521425553,10001.0,1.0,0.0
0.10880992168270882,10002.0,1.0,0.0
0.11068804278362883,10003.0,1.0,0.0
0.12007335404726338,10002.0,1.0,0.0
0.12358227494289134,10001.0,1.0,0.0
0.1293977959940292,10002.0,1.0,0.0
0.13019755008855813,10003.0,1.0,0.0
0.13282315785180165,10002.0,1.0,0.0
0.1403725340156846,10003.0,1.0,0.0
0.14128063156791962,10004.0,1.0,0.0
0.1432960927182456,10005.0,1.0,0.0
0.14516921018793832,10006.0,1.0,0.0
0.15319769328137037,10005.0,1.0,0.0
0.15771352821550816,10006.0,1.0,0.0
0.16107952979388107,10007.0,1.0,0.0
0.16233206148916493,10008.0,1.0,0.0
0.1723713770163048,10009.0,1.0,0.0
0.1723917886821823,10010.0,1.0,0.0
0.1735898342071768,10009.0,1.0,0.0
0.17934302948882036,10010.0,1.0,0.0
0.18005216049571438,10011.0,1.0,0.0
0.1808644894698956,10010.0,1.0,0.0
0.18281257098573706,10011.0,1.0,0.0
0.18337462176846367,10012.0,1.0,0.0
0.18475706802631803,10011.0,1.0,0.0
0.19076286639134984,10012.0,1.0,0.0
0.195787942601765,10013.0,1.0,0.0
0.19839400657433415,10014.0,1.0,0.0
0.20437331847087534,10013.0,1.0,0.0
0.20505112317344468,10014.0,1.0,0.0
0.20839376324751901,10015.0,1.0,0.0
0.20981804355041853,10014.0,1.0,0.0
0.21811122044404746,10015.0,1.0,0.0
0.21907921480686465,10016.0,1.0,0.0
0.2205088715858998,10017.0,1.0,0.0
0.22915731647461068,10018.0,1.0,0.0
0.23039152239495378,10017.0,1.0,0.0
0.23149003703206,10018.0,1.0,0.0
0.2327447706531964,10017.0,1.0,0.0
0.23398673767347367,10018.0,1.0,0.0
0.23887826523263678,10017.0,1.0,0.0
0.2472070393082226,10016.0,1.0,0.0
0.25098796167810405,10015.0,1.0,0.0
0.2517971807550447,10016.0,1.0,0.0
0.25299482819582475,10017.0,1.0,0.0
0.25394744521598067,10018.0,1.0,0.0
0.26265219789771327,10019.0,1.0,0.0
0.2628513092527597,10020.0,1.0,0.0
0.26295335586538376,10021.0,1.0,0.0
0.26355422363488873,10020.0,1.0,0.0
0.2648305448353039,10019.0,1.0,0.0
0.2678962026697359,10020.0,1.0,0.0
0.2689773568822751,10021.0,1.0,0.0
0.2692819385741497,10020.0,1.0,0.0
0.269978052722173,10019.0,1.0,0.0
0.27030585808657703,10020.0,1.0,0.0
0.28337149511585685,10021.0,1.0,0.0
0.29030475490893126,10022.0,1.0,0.0
0.2908786105743088,10023.0,1.0,0.0
0.29197929161357566,10022.0,1.0,0.0
0.2953358560708935,10023.0,1.0,0.0
0.29822622553977346,10024.0,1.0,0.0
0.30128629209106217,10023.0,1.0,0.0
0.3031138989059432,10024.0,1.0,0.0
0.3086853748567674,10023.0,1.0,0.0
0.3122498439449423,10024.0,1.0,0.0
0.31263041969904504,10023.0,1.0,0.0
0.3148201443133884,10022.0,1.0,0.0
0.3148631811740363,10023.0,1.0,0.0
0.315226181212966,10022.0,1.0,0.0
0.3165289790130484,10023.0,1.0,0.0
0.3235920886884037,10024.0,1.0,0.0
0.3238669305485815,10023.0,1.0,0.0
0.3243883966066909,10024.0,1.0,0.0
0.3279303996148102,10023.0,1.0,0.0
0.3303241521088018,10024.0,1.0,0.0
0.3315256013774027,10025.0,1.0,0.0
0.333278653802776,10024.0,1.0,0.0
0.3401536413174781,10025.0,1.0,0.0
0.3473548757208648,10024.0,1.0,0.0
0.35833001112030854,10023.0,1.0,0.0
0.36168670104645,10024.0,1.0,0.0
0.36753522537510913,10025.0,1.0,0.0
0.36950020957991947,10026.0,1.0,0.0
0.37361573578601526,10027.0,1.0,0.0
0.3826130849357812,10028.0,1.0,0.0
0.38573176601098463,10027.0,1.0,0.0
0.3904740744369562,10028.0,1.0,0.0
0.39225570615052785,10027.0,1.0,0.0
0.39375618191795697,10026.0,1.0,0.0
0.39470983420282274,10025.0,1.0,0.0
0.39530003215751036,10024.0,1.0,0.0
0.3975426330850868,10025.0,1.0,0.0
0.4041431483335473,10024.0,1.0,0.0
0.40938516927481877,10025.0,1.0,0.0
0.4101636440588643,10024.0,1.0,0.0
0.4102103315597686,10025.0,1.0,0.0
0.41585142167224737,10024.0,1.0,0.0
0.4161647468719109,10023.0,1.0,0.0
0.4176444668209164,10024.0,1.0,0.0
