T,S,I,R
0.0,10000.0,1.0,0.0
0.1,10000.0,1.0,0.0
0.10932959658340857,10001.0,1.0,0.0
0.11074501741046104,10002.0,1.0,0.0
0.11479743427141668,10003.0,1.0,0.0
0.11888585375698102,10004.0,1.0,0.0
0.13027384123551175,10003.0,1.0,0.0
0.15148111448534293,10002.0,1.0,0.0
0.16326853430786653,10001.0,1.0,0.0
0.17420645317389089,10002.0,1.0,0.0
0.17867115837969064,10003.0,1.0,0.0
0.1845176372154478,10004.0,1.0,0.0
0.18500654726101332,10003.0,1.0,0.0
0.19069093141794674,10004.0,1.0,0.0
0.19377148382209022,10005.0,1.0,0.0
0.20324458427785777,10006.0,1.0,0.0
0.21719480666070612,10005.0,1.0,0.0
0.21834281322368873,10006.0,1.0,0.0
0.2302274664649838,10007.0,1.0,0.0
0.23062351766659792,10006.0,1.0,0.0
0.2309169098565591,10007.0,1.0,0.0
0.2318842152680634,10006.0,1.0,0.0
0.23541786094825798,10005.0,1.0,0.0
0.2540865097635001,10006.0,1.0,0.0
0.25454789439597586,10005.0,1.0,0.0
0.2565000439264243,10004.0,1.0,0.0
0.2621104847189034,10003.0,1.0,0.0
0.2842576404463979,10004.0,1.0,0.0
0.28457356763895286,10005.0,1.0,0.0
0.28472043020790105,10004.0,1.0,0.0
0.2932382111111125,10005.0,1.0,0.0
0.304952147253442,10006.0,1.0,0.0
0.30793734952333623,10005.0,1.0,0.0
0.3119171031914457,10006.0,1.0,0.0
0.32126503322933764,10005.0,1.0,0.0
0.3244408146157737,10004.0,1.0,0.0
0.3269690127552958,10005.0,1.0,0.0
0.3385780053642071,10004.0,1.0,0.0
0.3506616227875881,10005.0,1.0,0.0
0.35227014156630865,10004.0,1.0,0.0
0.3614520154763671,10003.0,1.0,0.0
0.3643079390833821,10004.0,1.0,0.0
0.37639471300753946,10003.0,1.0,0.0
0.3855360374707881,10004.0,1.0,0.0
0.3876558698341582,10005.0,1.0,0.0
0.38859064724409215,10004.0,1.0,0.0
0.3917665132123623,10005.0,1.0,0.0
0.4094233617174341,10004.0,1.0,0.0
0.4098821399863954,10003.0,1.0,0.0
0.423675688396768,10004.0,1.0,0.0
0.4334978072233839,10003.0,1.0,0.0
0.44288263004989575,10002.0,1.0,0.0
0.45218663101131695,10003.0,1.0,0.0
0.4756617009807947,10004.0,1.0,0.0
0.4763466877830298,10003.0,1.0,0.0
0.49261073813320017,10004.0,1.0,0.0
0.4960775464944214,10005.0,1.0,0.0
0.4993506714572243,10004.0,1.0,0.0
0.5028435040756976,10003.0,1.0,0.0
0.5132378759929777,10004.0,1.0,0.0
0.5165778506737722,10005.0,1.0,0.0
0.5202598634390525,10006.0,1.0,0.0
0.5255443142327753,10005.0,1.0,0.0
0.5270879370165504,10006.0,1.0,0.0
0.5512696255063438,10007.0,1.0,0.0
0.5609752362440357,10008.0,1.0,0.0
0.5621791819259193,10007.0,1.0,0.0
0.5931079993234458,10006.0,1.0,0.0
0.6200743489615892,10005.0,1.0,0.0
0.6201450148810335,10004.0,1.0,0.0
0.6286611050973178,10005.0,1.0,0.0
0.6421063414290279,10006.0,1.0,0.0
0.6577521820336355,10005.0,1.0,0.0
0.6639595060438329,10004.0,1.0,0.0
0.6697794372201572,10005.0,1.0,0.0
0.6850436596808901,10004.0,1.0,0.0
0.690093430203845,10005.0,1.0,0.0
0.6969648165004446,10006.0,1.0,0.0
0.7108376673987198,10007.0,1.0,0.0
0.7362699425809649,10006.0,1.0,0.0
0.7578486096360834,10005.0,1.0,0.0
0.7775673942604662,10004.0,1.0,0.0
0.77934932773452,10005.0,1.0,0.0
0.779903845088442,10006.0,1.0,0.0
0.7848065913437186,10005.0,1.0,0.0
0.8000514739005863,10004.0,1.0,0.0
0.8089916120688478,10005.0,1.0,0.0
0.8293177276099364,10004.0,1.0,0.0
0.8407565192634374,10003.0,1.0,0.0
0.8808049238365923,10002.0,1.0,0.0
0.8860684441800408,10003.0,1.0,0.0
0.8929550649300895,10002.0,1.0,0.0
0.916849982298525,10001.0,1.0,0.0
0.9207777256324634,10000.0,1.0,0.0
0.9312419223882199,9999.0,1.0,0.0
0.9535285833381459,10000.0,1.0,0.0
0.975004045246666,10001.0,1.0,0.0
0.9814634591065683,10002.0,1.0,0.0
0.990857662042936,10001.0,1.0,0.0
1.00378911620296,10002.0,1.0,0.0
1.0202813896971081,10001.0,1.0,0.0
1.0248958532429333,10000.0,1.0,0.0
1.0478313383696825,10001.0,1.0,0.0
