T,S,I,R
0.0,10000.0,1.0,0.0
0.1,10000.0,1.0,0.0
0.10029429163314331,10001.0,1.0,0.0
0.10584812396305394,10000.0,1.0,0.0
0.11203414691615082,10001.0,1.0,0.0
0.11808487258269293,10002.0,1.0,0.0
0.12193682675223673,10001.0,1.0,0.0
0.12384564357031631,10002.0,1.0,0.0
0.12480559836984252,10001.0,1.0,0.0
0.1367764536050672,10000.0,1.0,0.0
0.1406698137160576,10001.0,1.0,0.0
0.15043107527718574,10000.0,1.0,0.0
0.16104490143327174,9999.0,1.0,0.0
0.17354625192977846,9998.0,1.0,0.0
0.17811658324180635,9999.0,1.0,0.0
0.19754901452720758,9998.0,1.0,0.0
0.20774006454075294,9999.0,1.0,0.0
0.21717969874726306,9998.0,1.0,0.0
0.23746808985090676,9999.0,1.0,0.0
0.24873254898094596,9998.0,1.0,0.0
0.2566395394209577,9999.0,1.0,0.0
0.26329616234121694,10000.0,1.0,0.0
0.26842556387270355,9999.0,2.0,0.0
0.26851859664394045,10000.0,2.0,0.0
0.26865565595142626,9999.0,2.0,0.0
0.2755191135195846,9998.0,2.0,0.0
0.280553608427018,9997.0,2.0,0.0
0.2905897685384795,9998.0,2.0,0.0
0.3192449597983672,9997.0,2.0,0.0
0.32380925325519555,9996.0,2.0,0.0
0.3424080914414354,9997.0,2.0,0.0
0.34566619495438505,9996.0,2.0,0.0
0.3578093973395575,9997.0,2.0,0.0
0.3668138386362548,9998.0,2.0,0.0
0.37265233938901116,9999.0,2.0,0.0
0.37391286958473186,9998.0,2.0,0.0
0.3881360212613344,9997.0,2.0,0.0
0.40357391284919925,9996.0,2.0,0.0
0.4120566655826901,9997.0,2.0,0.0
0.4359087111918088,9998.0,2.0,0.0
0.44704856190927134,9999.0,2.0,0.0
0.4472984064260753,10000.0,2.0,0.0
0.44982884257542183,9999.0,2.0,0.0
0.45068409320267844,10000.0,2.0,0.0
0.5015163524475684,9999.0,2.0,0.0
0.5043559067400403,9998.0,2.0,0.0
0.5184339644491027,9997.0,2.0,0.0
0.52997222601791,9996.0,2.0,0.0
0.5509073319702958,9997.0,2.0,0.0
0.5522770800405313,9998.0,2.0,0.0
0.5608103035166145,9999.0,2.0,0.0
0.5665295564639724,10000.0,2.0,0.0
0.5678516135567379,9999.0,2.0,0.0
0.5691004452653219,9998.0,2.0,0.0
0.5811679569109042,9999.0,2.0,0.0
0.6096370663574853,9998.0,2.0,0.0
0.6114880049591047,9999.0,2.0,0.0
0.6128506216469203,9998.0,2.0,0.0
0.6204280372455692,9997.0,2.0,0.0
0.6296893953445842,9996.0,2.0,0.0
0.6514420890412178,9995.0,2.0,0.0
0.6675231957148203,9994.0,2.0,0.0
0.6705050373841519,9995.0,2.0,0.0
0.6757759791560408,9994.0,2.0,0.0
0.6801850717076787,9995.0,2.0,0.0
0.6868192140769644,9996.0,2.0,0.0
0.7374297520424555,9997.0,2.0,0.0
0.7427702208479606,9996.0,2.0,0.0
0.7571627338946072,9997.0,2.0,0.0
0.7636462691158188,9998.0,2.0,0.0
0.7665321895797736,9999.0,2.0,0.0
0.7754045456982976,9998.0,2.0,0.0
0.777679764267409,9997.0,2.0,0.0
0.788298567404936,9996.0,2.0,0.0
0.8220322595676716,9995.0,2.0,0.0
0.8278605994226009,9996.0,2.0,0.0
0.847075776407868,9997.0,2.0,0.0
0.8494355918465762,9998.0,2.0,0.0
0.8531723119322862,9997.0,2.0,0.0
0.8692374025670924,9996.0,2.0,0.0
0.8746367749356481,9997.0,2.0,0.0
0.8761951149879967,9996.0,2.0,0.0
0.8764273506735885,9995.0,2.0,0.0
0.9036960244522149,9996.0,2.0,0.0
0.9117699973607131,9997.0,2.0,0.0
0.9119736492741921,9996.0,2.0,0.0
0.9236309529857323,9997.0,2.0,0.0
0.9375210122836958,9996.0,2.0,0.0
0.9398389438220843,9995.0,2.0,0.0
0.94408942386779,9996.0,2.0,0.0
0.9445385258239474,9995.0,2.0,0.0
0.9465601815058369,9996.0,2.0,0.0
0.9536584581846537,9995.0,2.0,0.0
0.9762920382431672,9996.0,2.0,0.0
0.9841524481451388,9995.0,2.0,0.0
0.9902610546473083,9994.0,2.0,0.0
1.000659672564331,9993.0,3.0,0.0
1.0024295977845694,9993.0,2.0,1.0
1.0088651507090562,9994.0,2.0,1.0
1.0288036871856618,9993.0,2.0,1.0
1.0861451025088844,9994.0,2.0,1.0
1.0889074779323125,9995.0,2.0,1.0
1.0945865521213174,9994.0,2.0,1.0
